"mz","rt","t.score","p.value","mode"
805.58467,1338.5,-5.1019,0,"negative"
805.58231,1241.28,-4.5435,6e-04,"negative"
805.58304,1270.19,-5.6316,1e-04,"negative"
805.58148,1305.19,-5.8279,0,"negative"
805.57965,1315.81,-5.768,0,"negative"
805.58366,1278.86,-5.5795,1e-04,"negative"
805.53937,83.51,-0.4718,0.641,"negative"
805.55243,1190.41,-1.791,0.0909,"negative"
805.84572,91,-4.4391,2e-04,"negative"
806.11484,1064.91,1.4682,0.1646,"negative"
806.19141,1021.21,2.2003,0.0457,"negative"
806.40709,81.55,-2.1767,0.0471,"negative"
806.5921,1120.36,-5.123,0,"negative"
806.58876,1180.78,-5.3843,0,"negative"
806.59206,1137.82,-6.4119,0,"negative"
806.59014,1156.79,-9.4137,0,"negative"
806.58961,1146.1,-5.8198,0,"negative"
806.58724,1300.1,-5.6537,0,"negative"
806.58944,1230.85,-3.5172,0.0024,"negative"
806.58793,1280.48,-11.7463,0,"negative"
806.59242,1102.98,-5.5652,0,"negative"
806.59308,1082.83,-6.9102,0,"negative"
806.51326,82.5,-0.8461,0.407,"negative"
806.52436,1622.58,-1.3264,0.2,"negative"
806.58935,1201.65,-7.0262,0,"negative"
806.59071,1214.77,-5.5907,0,"negative"
806.58757,1246.15,-4.598,1e-04,"negative"
806.79955,95.24,0.6457,0.5339,"negative"
807.19295,1021.51,0.9302,0.3689,"negative"
807.32028,870.56,-2.7544,0.012,"negative"
807.44073,81.11,-1.9987,0.0655,"negative"
807.33938,95.53,0.0624,0.9514,"negative"
807.50316,1316.52,1.6609,0.1304,"negative"
807.52928,82.75,1.1922,0.253,"negative"
808.32419,871.35,-2.6466,0.0154,"negative"
808.20046,1063.58,1.3825,0.1863,"negative"
808.40309,81.45,-2.1017,0.0539,"negative"
808.26981,1022.54,-0.5425,0.5938,"negative"
808.50702,1313.74,1.4854,0.1712,"negative"
808.59771,84.36,-0.8161,0.4255,"negative"
808.60819,1622.88,-4.4829,9e-04,"negative"
808.60622,1031.91,1.9878,0.0643,"negative"
808.58908,949.31,1.3262,0.2137,"negative"
808.69653,97.35,1.8859,0.0828,"negative"
808.81944,94.01,-2.5789,0.0165,"negative"
809.20024,1061.95,2.8522,0.0087,"negative"
809.31974,871.93,-2.7936,0.011,"negative"
809.27364,1021.75,-1.2356,0.2294,"negative"
809.43578,81.11,-1.4308,0.1733,"negative"
809.57684,83.13,-0.6591,0.5211,"negative"
809.60341,1622.2,-2.6402,0.0139,"negative"
809.82465,95.23,-1.4006,0.1765,"negative"
810.19893,1063.66,0.5645,0.5803,"negative"
810.32217,870.35,-2.6874,0.0133,"negative"
810.39864,81.44,-2.5058,0.0273,"negative"
810.56707,85,-0.7672,0.4501,"negative"
810.60844,1622.74,-3.4598,0.0027,"negative"
810.64667,1147.75,0.9133,0.3838,"negative"
810.78224,106.07,-0.3185,0.7552,"negative"
810.78145,94.07,-0.0344,0.973,"negative"
811.44082,81.32,-1.9933,0.0592,"negative"
811.67808,1322.49,1.0304,0.3219,"negative"
811.68352,86.74,-0.857,0.3999,"negative"
812.28347,1063.11,1.7687,0.0922,"negative"
812.39621,81.32,-2.4671,0.0291,"negative"
812.545,84.45,0.7063,0.4881,"negative"
812.69095,1622.57,-8.9461,0,"negative"
812.81463,90.92,-0.5134,0.6152,"negative"
813.43599,81.1,-1.0517,0.3049,"negative"
813.65042,88.44,1.4072,0.1725,"negative"
814.21719,1021.73,-0.4522,0.6552,"negative"
814.14426,1064.51,3.6044,0.0023,"negative"
814.39429,81.22,-1.9519,0.0656,"negative"
814.34424,70.39,-0.652,0.5202,"negative"
814.51101,1622.77,-1.9873,0.0616,"negative"
814.53644,83.9,-1.621,0.1184,"negative"
814.60925,876.29,1.2125,0.2503,"negative"
814.89848,94.82,-2.3252,0.0293,"negative"
815.42451,80.63,-0.6657,0.5119,"negative"
815.55869,1122.58,0.0827,0.9354,"negative"
815.55208,1065.26,-1.3633,0.1909,"negative"
815.65452,85.32,0.8023,0.4328,"negative"
816.14249,1063.26,2.3129,0.036,"negative"
816.22148,1021.84,0.745,0.4651,"negative"
816.39308,81.41,-1.5596,0.1377,"negative"
816.34272,69.68,-0.6855,0.4991,"negative"
816.53517,1334.75,-5.4042,0,"negative"
816.53622,1315.02,-6.5816,0,"negative"
816.53472,1298.47,-2.4129,0.0303,"negative"
816.53795,1249.82,-2.3055,0.0385,"negative"
816.53688,1324.91,-4.5207,1e-04,"negative"
816.53548,1359.54,-4.8339,1e-04,"negative"
816.53629,1276.95,-3.3741,0.0024,"negative"
816.54757,1621.13,-4.1832,3e-04,"negative"
816.59218,84.94,-0.4268,0.6748,"negative"
816.72098,96.16,4.4875,3e-04,"negative"
816.85627,95.67,-0.2279,0.824,"negative"
817.14851,1063.59,1.1749,0.2539,"negative"
817.34975,871.42,-2.7053,0.0127,"negative"
817.42845,80.77,-3e-04,0.9998,"negative"
817.5397,1620.53,-4.2834,3e-04,"negative"
817.54029,1297.72,-4.0169,6e-04,"negative"
817.53976,1361.05,-5.7821,0,"negative"
817.53961,1336.85,-6.5571,0,"negative"
817.53903,1325.62,-4.5814,1e-04,"negative"
817.5402,1314.02,-4.2487,3e-04,"negative"
817.53925,1257.28,-3.505,0.0023,"negative"
817.53837,1245.2,-2.9975,0.0068,"negative"
817.53139,1134.24,-2.7901,0.0114,"negative"
817.64121,86.45,1.4015,0.1741,"negative"
817.86394,97.9,-0.9173,0.3749,"negative"
818.22817,1063.82,1.1243,0.2716,"negative"
818.42519,81.44,-2.1312,0.0464,"negative"
818.34038,70.18,-0.193,0.8484,"negative"
818.35098,870.67,-1.5968,0.1225,"negative"
818.54312,1316.6,-0.8523,0.4089,"negative"
818.54258,1335.86,-3.3812,0.0023,"negative"
818.5416,1250.29,-3.9142,0.0011,"negative"
818.54235,1298.79,-3.5505,0.0032,"negative"
818.54159,1360.22,-5.3571,0,"negative"
818.53928,1286.34,-3.2581,0.0063,"negative"
818.53969,1262.93,-4.0353,0.0014,"negative"
818.54485,1275.64,-3.706,0.0027,"negative"
818.63189,1621.95,-2.4338,0.0313,"negative"
818.60084,85.12,-0.4745,0.6406,"negative"
818.6319,1185.4,-2.2975,0.0344,"negative"
818.54808,1235.37,-4.5145,1e-04,"negative"
818.63366,1139.88,1.5887,0.1458,"negative"
818.54826,1213.86,-5.1433,0,"negative"
818.63472,1156.12,0.16,0.8751,"negative"
818.62997,1200.99,-1.398,0.1768,"negative"
818.63559,1126.62,-0.0537,0.958,"negative"
818.85486,95.94,-2.7727,0.0108,"negative"
819.23265,1063.77,1.5481,0.1381,"negative"
819.42005,80.75,-2.647,0.0204,"negative"
819.54677,1316.87,-3.6402,0.0019,"negative"
819.54648,1332.66,-3.9566,8e-04,"negative"
819.54701,1356.77,-3.5744,0.0015,"negative"
819.54371,1621.12,-2.8831,0.0089,"negative"
819.54277,1261.02,-3.9052,6e-04,"negative"
819.54565,1298.22,-3.1997,0.0051,"negative"
819.63377,85.58,-0.7946,0.4345,"negative"
819.54816,1279.57,-2.7623,0.0172,"negative"
820.22676,1063.35,2.0193,0.0625,"negative"
820.24731,1199.49,2.6703,0.0239,"negative"
820.43498,81.77,-1.447,0.1634,"negative"
820.56358,1316.09,-6.5085,0,"negative"
820.56414,1358.22,-6.552,0,"negative"
820.56469,1297.7,-6.6601,0,"negative"
820.56313,1256.84,-5.3245,1e-04,"negative"
820.56397,1277.8,-11.2467,0,"negative"
820.5646,1245.27,-10.0027,0,"negative"
820.58329,84.84,-1.3619,0.1852,"negative"
820.63036,1622.17,-1.8304,0.0859,"negative"
820.56512,1335.25,-4.7932,1e-04,"negative"
820.85557,103.59,-1.1693,0.2582,"negative"
820.89174,91.98,-0.6516,0.5282,"negative"
821.41566,81.33,-1.0479,0.3112,"negative"
821.5678,1358.36,-9.3046,0,"negative"
821.49983,1157.35,1.0976,0.2967,"negative"
821.50027,1169.65,0.9464,0.3656,"negative"
821.50114,1189.53,1.2474,0.2344,"negative"
821.49966,1244.73,2.1441,0.0582,"negative"
821.49828,1209.82,1.366,0.1987,"negative"
821.57153,1337.69,-5.147,0,"negative"
821.57017,1318.03,-7.6594,0,"negative"
821.56701,1292.8,-8.6517,0,"negative"
821.57267,1301.6,-8.8965,0,"negative"
821.6457,84.33,-1.3578,0.1864,"negative"
821.85372,94.09,-1.8643,0.0751,"negative"
822.08775,1066.22,-0.6708,0.5088,"negative"
822.17236,1022.43,1.0462,0.3104,"negative"
822.395,81.24,-1.6475,0.1228,"negative"
822.57039,1337.11,-5.4363,0,"negative"
822.50118,1622.44,-0.702,0.4905,"negative"
822.56516,1243.57,-4.5842,3e-04,"negative"
822.56926,1358.5,-8.4642,0,"negative"
822.53663,1193.19,-0.8167,0.4215,"negative"
822.535,85.16,-2.4518,0.0214,"negative"
822.57022,1314.13,-9.006,0,"negative"
822.56899,1322.61,-7.1193,0,"negative"
822.71106,96.23,3.8079,0.001,"negative"
822.49877,1210.08,0.8536,0.4147,"negative"
822.49876,1181.95,0.3371,0.739,"negative"
822.50147,1120.52,0.0144,0.9886,"negative"
822.50178,1153.57,-0.3278,0.7481,"negative"
822.50201,1134.71,0.619,0.5469,"negative"
823.41136,81.28,-2.2789,0.0397,"negative"
823.57331,1338.12,-7.3087,0,"negative"
823.57171,1325.89,-6.9516,0,"negative"
823.57029,1316.37,-7.5796,0,"negative"
823.57219,1304.09,-6.8424,0,"negative"
823.52167,83.18,-0.3702,0.7161,"negative"
823.7522,99.35,2.1577,0.0525,"negative"
824.24359,1021.93,-0.5557,0.5849,"negative"
824.17479,1063.43,1.3463,0.1994,"negative"
824.38065,81.06,-2.1598,0.0498,"negative"
824.50086,1622.88,-3.8079,0.001,"negative"
824.43273,946.24,-0.5872,0.5638,"negative"
824.57909,1133.34,-0.0978,0.923,"negative"
824.57819,1169.73,-1.2734,0.2195,"negative"
824.56215,1276.57,-3.0079,0.0072,"negative"
824.50943,84.3,-3.5601,0.0015,"negative"
825.17954,1064.27,0.2838,0.7793,"negative"
825.24744,1022.26,-0.6406,0.5291,"negative"
825.40908,81.14,-1.8723,0.0814,"negative"
825.51683,82.01,-1.4927,0.1476,"negative"
826.17281,1063.96,2.974,0.0081,"negative"
826.25128,1023.14,0.8139,0.4295,"negative"
826.37493,80.81,-2.427,0.0334,"negative"
826.56428,1334.99,-3.1768,0.0042,"negative"
826.56494,1360.5,-4.3752,2e-04,"negative"
826.56412,1300.17,-2.535,0.0206,"negative"
826.56368,1276.02,-2.9336,0.0092,"negative"
826.56277,1313.06,-5.1066,0,"negative"
826.56458,1260.4,-3.555,0.0022,"negative"
826.56402,1244.46,-3.2646,0.0031,"negative"
826.57552,1119.34,-2.7954,0.0124,"negative"
826.58147,1622.53,-2.2717,0.0318,"negative"
826.58181,84.72,0.3078,0.7615,"negative"
826.83586,94.2,-0.9632,0.3467,"negative"
827.31483,101.22,-1.237,0.2295,"negative"
827.40757,947.63,0.6765,0.5139,"negative"
827.41135,81.66,-0.8853,0.3904,"negative"
827.56832,1294.14,-3.623,0.0014,"negative"
827.56798,1262.44,-3.6791,0.0012,"negative"
827.56759,1251.99,-3.4273,0.0024,"negative"
827.56793,1274.78,-3.0294,0.008,"negative"
827.57023,1240.85,-3.8284,0.0014,"negative"
827.56761,1357.39,-4.3814,2e-04,"negative"
827.56782,1336.49,-3.6118,0.0013,"negative"
827.61081,1323.84,-1.224,0.2331,"negative"
827.5668,1303.63,-5.1135,0,"negative"
827.88376,98.8,-4.3168,2e-04,"negative"
828.37296,80.84,-1.9113,0.0782,"negative"
828.25842,1063.16,0.9105,0.3713,"negative"
828.57813,1293.42,-0.8011,0.4348,"negative"
828.57608,1338.24,-3.4059,0.003,"negative"
828.57774,1246.03,-3.8537,0.0022,"negative"
828.5784,1275.3,-3.3841,0.0042,"negative"
828.57304,1214.26,-4.7694,6e-04,"negative"
828.66593,1622.74,-3.8652,0.0014,"negative"
828.5746,85.38,0.3732,0.714,"negative"
828.58134,1319.48,-4.5717,2e-04,"negative"
828.69588,95.71,1.9391,0.0745,"negative"
828.843,94.78,0.274,0.7893,"negative"
828.86882,106.78,-1.868,0.0794,"negative"
829.25921,1063.66,0.5683,0.5767,"negative"
829.43221,81.76,0.6793,0.5066,"negative"
829.58038,1258.26,-1.4451,0.1806,"negative"
829.58039,1310,-3.4423,0.002,"negative"
829.58186,1291.6,-3.3456,0.0046,"negative"
829.61473,1274.18,-1.9664,0.0658,"negative"
829.87767,94.53,-3.8253,8e-04,"negative"
830.19855,1064.27,10,0,"negative"
830.37016,80.75,-1.9438,0.0773,"negative"
830.59397,1335.7,-8.4289,0,"negative"
830.59581,1240.44,-11.8099,0,"negative"
830.59436,1292.8,-6.3414,0,"negative"
830.59438,1255.9,-7.7065,0,"negative"
830.5935,1317.57,-7.3653,0,"negative"
830.5943,1307.71,-11.594,0,"negative"
830.59359,1358.07,-4.9965,1e-04,"negative"
830.61951,84.9,-1.1271,0.271,"negative"
830.59449,1265.34,-10.9189,0,"negative"
830.71506,373.1,0.571,0.5787,"negative"
830.84268,95.53,-2.0495,0.052,"negative"
831.39946,82.03,-1.2739,0.2166,"negative"
831.59705,1251.58,-5.5382,0,"negative"
831.59507,1329.69,-8.6902,0,"negative"
831.59659,1282.57,-11.3168,0,"negative"
831.52858,1202.53,0.22,0.8279,"negative"
831.59705,1299.99,-10.122,0,"negative"
831.59801,1270.91,-8.1962,0,"negative"
831.69668,88.58,-0.1041,0.9187,"negative"
831.60165,1243.48,-12.0024,0,"negative"
832.20183,1021.72,1.7541,0.1039,"negative"
832.1206,1064.37,2.2238,0.0393,"negative"
832.37301,81.19,-3.867,0.001,"negative"
832.52691,1622.74,-3.6551,0.0028,"negative"
832.57247,84.22,0.145,0.8865,"negative"
832.60761,1117.16,-7.0312,0,"negative"
832.60505,1156.61,-8.0484,0,"negative"
832.60556,1172.38,-8.7591,0,"negative"
832.60443,1225.57,-9.3967,0,"negative"
832.60401,1289.15,-15.7484,0,"negative"
832.60573,1267.79,-6.9948,0,"negative"
832.60412,1304.53,-12.5648,0,"negative"
832.60425,1251.28,-17.8646,0,"negative"
832.6068,1187.6,-10.5581,0,"negative"
832.74732,114.91,-0.5011,0.6274,"negative"
832.74123,98.25,0.6416,0.5344,"negative"
833.20204,1022.37,1.4798,0.1545,"negative"
833.4064,81.99,-0.3897,0.703,"negative"
833.52403,1324.33,1.727,0.1173,"negative"
833.52421,1340.67,1.9035,0.089,"negative"
833.52432,1301.6,-3.7668,0.0015,"negative"
833.69853,88.67,-0.5912,0.5596,"negative"
834.20296,1063.5,1.9326,0.0712,"negative"
834.39569,81.89,-1.8099,0.0837,"negative"
834.52211,1335.43,1.7338,0.1167,"negative"
834.52671,1328.2,1.9115,0.0881,"negative"
834.52865,1301.71,-4.4744,2e-04,"negative"
834.60923,1622.74,-3.291,0.0031,"negative"
834.53971,84.3,-0.8217,0.4202,"negative"
834.63937,99.61,2.3337,0.0438,"negative"
834.85957,94.96,-1.6412,0.113,"negative"
835.20788,1062.87,1.3409,0.1916,"negative"
835.40509,80.73,-1.6392,0.1163,"negative"
835.53809,1353.56,-2.8897,0.0096,"negative"
835.53952,1621.12,-4.9105,1e-04,"negative"
835.52742,1339.92,0.9794,0.3421,"negative"
835.53295,1306.54,-0.3103,0.7593,"negative"
835.52609,1332.18,2.1567,0.0592,"negative"
835.53452,1291.81,1.1017,0.2906,"negative"
835.53606,1323.37,1.5988,0.144,"negative"
835.6412,1643.68,0.3451,0.7359,"negative"
835.64348,87.66,0.4659,0.6453,"negative"
836.20167,1064.2,1.9372,0.0715,"negative"
836.39342,1621.52,1.5773,0.1407,"negative"
836.41411,82.11,-2.1813,0.0403,"negative"
836.5434,1356.52,-3.6782,0.0018,"negative"
836.48908,1.95,-1.3087,0.2077,"negative"
836.6128,1622.86,-3.343,0.0025,"negative"
836.72904,87.9,-1.3415,0.1955,"negative"
836.78287,105.89,0.4211,0.6822,"negative"
836.91529,91.76,-4.187,6e-04,"negative"
837.20787,1062.63,0.8777,0.3882,"negative"
837.25485,114.17,0.8485,0.4142,"negative"
837.39011,80.62,-0.6251,0.5415,"negative"
837.51897,83.35,1.1322,0.2792,"negative"
838.14316,1020.95,1.1058,0.2867,"negative"
838.39069,81.65,-3.2248,0.0034,"negative"
838.47213,1622.24,2.1284,0.0464,"negative"
838.51826,84.84,-0.212,0.8343,"negative"
838.61255,1622.71,-3.1322,0.0043,"negative"
838.73854,97.85,0.0126,0.9901,"negative"
839.38678,81.57,-2.2213,0.0372,"negative"
840.15198,1063.52,1.0241,0.3152,"negative"
840.36028,80.43,-2.203,0.0391,"negative"
840.47305,1622.84,-2.6399,0.0138,"negative"
840.53551,1335.57,-3.7516,0.0011,"negative"
840.55616,1125.02,-0.7598,0.4558,"negative"
840.54863,1138.67,-1.6324,0.1164,"negative"
840.55671,1102.99,0.9312,0.3714,"negative"
840.55027,1154.59,-0.3908,0.703,"negative"
840.53621,1305.59,-2.7501,0.016,"negative"
840.55017,1175.72,0.4623,0.6503,"negative"
840.53465,84.3,-0.8437,0.4074,"negative"
840.54568,1196.33,-1.4145,0.174,"negative"
840.56774,148.09,1.095,0.2904,"negative"
840.85992,93.75,-3.4725,0.0019,"negative"
841.46316,82.01,0.936,0.3633,"negative"
841.54236,1318.39,-4.9219,0,"negative"
841.68521,86.58,1.6189,0.1261,"negative"
842.14929,1063.04,1.0978,0.2873,"negative"
842.22984,1021.04,1.8637,0.0809,"negative"
842.35555,80.35,-2.1841,0.0467,"negative"
842.54594,1335.57,-3.2447,0.0039,"negative"
842.54801,1358.89,-5.8168,0,"negative"
842.54753,1316.9,-4.9307,1e-04,"negative"
842.54379,1297.76,-3.5291,0.002,"negative"
842.55491,1187.17,-2.3869,0.027,"negative"
842.55553,1203.92,-3.853,7e-04,"negative"
842.55521,1215.67,-6.2454,0,"negative"
842.58135,85.8,-2.0425,0.0514,"negative"
842.56028,1622.75,-3.4706,0.0019,"negative"
842.72939,105.98,0.9668,0.3557,"negative"
842.87912,94.11,-0.2958,0.7727,"negative"
843.14499,1062.61,3.393,0.003,"negative"
843.23293,1019.84,1.6566,0.1237,"negative"
843.25604,98.07,1.3609,0.1992,"negative"
843.47122,81.77,0.4963,0.6278,"negative"
843.54921,1315.1,-4.4046,2e-04,"negative"
843.68811,86.54,-0.443,0.6615,"negative"
843.74699,97.83,2.039,0.0596,"negative"
844.34746,79.66,-1.0209,0.3233,"negative"
844.2331,1063.58,2.5373,0.0228,"negative"
844.36978,1621.52,0.9137,0.3821,"negative"
844.56366,1358.55,-8.3995,0,"negative"
844.56545,1333.96,-2.4346,0.0304,"negative"
844.56612,1315.81,-4.199,3e-04,"negative"
844.56451,1300.7,-4.7632,7e-04,"negative"
844.56476,1283.25,-4.0772,0.0021,"negative"
844.56545,1246.28,-3.7665,0.0013,"negative"
844.63967,1622,-3.6518,0.0018,"negative"
844.49887,83.83,-2.1953,0.0388,"negative"
844.72659,97.64,2.7728,0.0106,"negative"
844.6446,1155.1,-1.5469,0.1353,"negative"
845.23506,1062.61,2.853,0.0132,"negative"
845.31726,97.38,-1.3635,0.1923,"negative"
845.47122,81.06,0.176,0.863,"negative"
845.56827,1335.78,-4.3661,2e-04,"negative"
845.56879,1358.13,-4.2082,5e-04,"negative"
845.57013,1311.63,-4.6501,3e-04,"negative"
845.57066,1294.87,-3.6056,0.0044,"negative"
845.66721,86.82,0.9102,0.3756,"negative"
845.85407,97,-2.7872,0.0099,"negative"
846.07826,1020.52,0.4345,0.6716,"negative"
846.34355,79.14,-0.57,0.578,"negative"
846.23022,1062.61,3.0584,0.0108,"negative"
846.48113,83.03,-1.3129,0.2072,"negative"
846.57074,1336.64,-9.3004,0,"negative"
846.57344,1321.18,-1.5426,0.1508,"negative"
846.57293,1358.57,-6.6443,0,"negative"
846.64505,1622.05,-2.1978,0.0453,"negative"
846.57645,1289.63,-11.2057,0,"negative"
846.60622,1300.57,10,0,"negative"
846.6355,86.54,0.5073,0.6189,"negative"
846.88942,96.65,0.0121,0.9905,"negative"
847.4776,82.03,-0.7426,0.467,"negative"
847.64719,1341.11,-8.8842,0,"negative"
847.64811,1318.1,-4.6382,2e-04,"negative"
847.57993,1329.68,-1.5589,0.1485,"negative"
847.58568,1304.37,-3.47,0.0019,"negative"
847.64663,1358.5,-8.4325,0,"negative"
847.82569,96.95,-2.0666,0.0507,"negative"
848.17546,1020.66,1.6838,0.1123,"negative"
848.37517,80.63,-0.6432,0.5281,"negative"
848.50392,1622.6,-0.2021,0.8425,"negative"
848.48868,83.45,-1.7617,0.0914,"negative"
848.65145,1301.64,-8.5711,0,"negative"
848.64114,1314.9,-4.796,2e-04,"negative"
848.65205,1336.41,-6.3138,0,"negative"
848.6373,844.3,2.0031,0.0716,"negative"
848.52821,872.93,-1.5089,0.1447,"negative"
848.85875,95.23,-4.3538,3e-04,"negative"
849.17914,1020.56,1.58,0.1329,"negative"
849.46762,81.69,-1.2033,0.2406,"negative"
849.6588,1326.46,-7.5887,0,"negative"
849.83378,96.72,-4.6464,1e-04,"negative"
850.17984,1063.31,0.9272,0.3651,"negative"
850.40658,82.52,-3.7681,9e-04,"negative"
850.54447,1622.71,-2.972,0.0067,"negative"
850.56148,1307.31,-2.9181,0.0082,"negative"
850.56632,1184.37,-3.4308,0.0021,"negative"
850.56372,1295.43,-4.0003,6e-04,"negative"
850.57424,1175.67,-8.2572,0,"negative"
850.56535,1336.02,-1.5821,0.1312,"negative"
850.56611,1204,-3.8243,7e-04,"negative"
850.56862,1083.96,-3.5115,0.0026,"negative"
850.56489,1257.33,-3.3203,0.0028,"negative"
850.5719,1061.34,-4.3184,4e-04,"negative"
850.56864,1119.09,-3.1721,0.0047,"negative"
850.56373,1280.67,-3.467,0.0023,"negative"
850.56856,1235.01,-4.2962,2e-04,"negative"
850.56725,1222.86,-3.7965,8e-04,"negative"
850.56406,1320.87,-3.9062,6e-04,"negative"
850.88879,95.47,-2.3626,0.026,"negative"
851.46736,82.73,-0.0681,0.9465,"negative"
851.56411,1235.93,-2.4922,0.0214,"negative"
851.56521,1190.62,-1.6722,0.1111,"negative"
852.1771,1064.05,0.1074,0.9157,"negative"
852.25899,1021.18,1.3786,0.1886,"negative"
852.38635,81.96,-1.0531,0.3071,"negative"
852.57923,1301.55,-4.7282,3e-04,"negative"
852.54109,1314.94,-1.5421,0.1375,"negative"
852.57952,1237.86,-5.7641,0,"negative"
852.57962,1182.44,-6.9846,0,"negative"
852.50749,1327.85,-3.4725,0.0022,"negative"
852.57725,1138.23,-6.6877,0,"negative"
852.57792,1216.51,-6.0921,0,"negative"
852.5837,1622.28,-1.1384,0.2653,"negative"
852.83409,96.61,-1.3968,0.1751,"negative"
853.18179,1061.71,-0.9233,0.3655,"negative"
853.26194,1020.52,1.8084,0.0935,"negative"
853.12385,397.5,-1.1957,0.2482,"negative"
853.47587,81.61,0.3872,0.7035,"negative"
853.58375,1298.24,-4.5128,4e-04,"negative"
853.92887,99,-4.0489,7e-04,"negative"
854.27664,1097.02,0.6603,0.5152,"negative"
854.37984,82.02,-2.0627,0.053,"negative"
854.44984,1623,1.1862,0.2479,"negative"
854.59684,1318.84,-6.9748,0,"negative"
854.59689,1269.78,-4.3011,4e-04,"negative"
854.59511,1305.38,-5.0108,2e-04,"negative"
854.59719,1285.78,-4.0635,0.0012,"negative"
854.55135,84.69,0.0854,0.9333,"negative"
854.6649,1622.92,-3.019,0.0057,"negative"
854.59501,1244.85,-4.7934,4e-04,"negative"
854.59566,1258.91,-4.4381,4e-04,"negative"
854.59708,1063.64,-4.3984,5e-04,"negative"
855.46612,82,0.7188,0.485,"negative"
855.59572,1318.43,-4.4199,6e-04,"negative"
855.6018,1237.51,-4.7343,2e-04,"negative"
855.60174,1264.36,-3.5715,0.005,"negative"
855.60161,1622.12,-4.2223,3e-04,"negative"
855.60158,1186.36,-5.579,1e-04,"negative"
855.74045,99.35,0.8406,0.4097,"negative"
856.1957,1022.79,-0.8056,0.4278,"negative"
856.37487,81.81,-2.4339,0.0271,"negative"
856.5268,1622.54,1.0609,0.2998,"negative"
856.4987,846.72,1.3414,0.2098,"negative"
856.53497,84.53,0.0189,0.9851,"negative"
856.6061,1188.39,-10.0982,0,"negative"
856.60926,1157.84,-18.0032,0,"negative"
856.85393,91.38,-2.1826,0.0446,"negative"
857.47788,82.02,-0.1696,0.867,"negative"
857.52183,1318.07,2.0853,0.065,"negative"
857.52051,1339.41,1.9939,0.0762,"negative"
857.52116,1356.51,2.7391,0.0216,"negative"
857.52446,1299.96,-3.5625,0.0022,"negative"
857.8264,94.35,-3.3917,0.0025,"negative"
858.2037,1021.37,1.9469,0.0759,"negative"
858.12588,1061.76,1.9751,0.0627,"negative"
858.33288,80.58,0.9044,0.3798,"negative"
858.52276,1352.85,4.3361,0.0015,"negative"
858.5784,1622.63,-1.9751,0.0613,"negative"
858.56119,84.6,-0.0099,0.9923,"negative"
858.5231,1315.1,2.269,0.0491,"negative"
859.20593,1022.85,1.5611,0.1435,"negative"
859.3765,82.02,0.4753,0.64,"negative"
859.53884,1318.28,-0.086,0.9324,"negative"
859.5346,1350.94,1.7929,0.1065,"negative"
859.5388,1337.01,1.0271,0.3266,"negative"
859.54667,85.01,0.2307,0.8205,"negative"
860.20833,1062.34,1.7611,0.0913,"negative"
860.13258,1020.5,1.4112,0.1913,"negative"
860.36974,81.28,0.6808,0.502,"negative"
860.52555,1188.16,-7.1593,0,"negative"
860.61972,1622.83,-8.9645,0,"negative"
860.5526,85.48,-1.2454,0.2268,"negative"
860.54084,1342.98,0.4404,0.6681,"negative"
860.52757,1162.11,-6.7655,0,"negative"
860.52779,1149.72,-5.5938,0,"negative"
860.57045,1116.68,-1.7807,0.0889,"negative"
860.69766,97.93,4.0934,0.0018,"negative"
860.8823,97.77,-0.7202,0.4813,"negative"
861.45659,82.64,0.0335,0.9736,"negative"
861.55035,1317.05,2.6718,0.0223,"negative"
861.55008,1338.84,1.95,0.082,"negative"
861.55436,1361.3,-1.8868,0.0742,"negative"
861.55564,1620.72,-4.1835,6e-04,"negative"
861.55133,1348.41,0.7962,0.4397,"negative"
861.5487,1299.13,2.1986,0.0551,"negative"
861.54949,1263,1.3411,0.2124,"negative"
861.55013,1275.27,1.2741,0.2345,"negative"
861.54665,1196.47,-2.4801,0.0205,"negative"
861.54299,1182.63,-3.3451,0.0029,"negative"
861.54815,1250.87,1.2241,0.2511,"negative"
861.54096,1232.17,-0.1881,0.8537,"negative"
861.54553,1211.09,-2.0013,0.057,"negative"
861.54662,1220.62,-1.1163,0.2784,"negative"
861.54747,1376.24,-0.2462,0.8075,"negative"
861.54976,1286.11,1.8804,0.0925,"negative"
862.20902,1063.52,1.6589,0.1121,"negative"
862.23424,1194.79,2.6842,0.0194,"negative"
862.43754,82.71,0.4526,0.6563,"negative"
862.53362,1158.15,-5.0933,1e-04,"negative"
862.53958,1179.52,-7.2157,0,"negative"
862.53509,1193.4,-7.0423,0,"negative"
862.53552,1142.61,-3.8064,9e-04,"negative"
862.53595,1219.56,-2.9893,0.006,"negative"
862.53296,1205.48,-3.8764,0.0013,"negative"
862.55348,1286.47,1.5899,0.1463,"negative"
862.53991,1112.78,-7.0722,0,"negative"
862.54982,1302.67,2.1987,0.0523,"negative"
862.53428,1133.88,-5.4598,0,"negative"
862.5539,1321.5,3.328,0.0079,"negative"
862.61467,1622.86,-2.6854,0.0184,"negative"
862.52007,84.6,-0.9304,0.3618,"negative"
862.60784,1352.57,1.7028,0.1006,"negative"
862.5531,1338.06,2.8905,0.0164,"negative"
862.89114,97.09,-0.9258,0.3644,"negative"
863.38325,948.22,0.04,0.9686,"negative"
863.47,82.01,0.2286,0.8217,"negative"
863.56721,1327.26,-2.5256,0.0204,"negative"
